kind;scope_or_source;bucket;spell_path;name;file;notes
raw_removed;necromancer;;/datum/action/cooldown/spell/convert_heretic/arcyne;;code\modules\spells\roguetown\necromancer\covert_the_downtrodden.dm;
raw_removed;necromancer;;/datum/action/cooldown/spell/convert_heretic/free;;code\modules\spells\roguetown\necromancer\covert_the_downtrodden.dm;
raw_removed;wizard/geomancy;;/datum/action/cooldown/spell/emergence;Emergence;code\modules\spells\spell_types\wizard\geomancy\emergence.dm;
raw_removed;wizard/geomancy;;/datum/action/cooldown/spell/ensnare;Ensnare;code\modules\spells\spell_types\wizard\geomancy\ensnare.dm;
raw_removed;wizard/kinesis;;/datum/action/cooldown/spell/ensnare/kinesis;;code\modules\spells\spell_types\wizard\kinesis\ensnare.dm;
raw_removed;wizard/pyromancy;;/datum/action/cooldown/spell/fire_blast;Fire Blast;code\modules\spells\spell_types\wizard\pyromancy\fire_blast.dm;
raw_removed;wizard/cryomancy;;/datum/action/cooldown/spell/frost_blast;Frost Blast;code\modules\spells\spell_types\wizard\cryomancy\frost_blast.dm;
raw_removed;wizard/kinesis;;/datum/action/cooldown/spell/gravity_anchor;Gravity Anchor;code\modules\spells\spell_types\wizard\kinesis\gravity_anchor.dm;
raw_removed;wizard/fulgurmancy;;/datum/action/cooldown/spell/heavens_strike;Heaven's Strike;code\modules\spells\spell_types\wizard\fulgurmancy\heavens_strike.dm;
raw_removed;classunique/spellblade;;/datum/action/cooldown/spell/projectile/blade_storm;Blade Storm;code\modules\spells\spell_types\classunique\spellblade\blade_storm.dm;
raw_removed;wizard/geomancy;;/datum/action/cooldown/spell/projectile/boulder_strike;Boulder Strike;code\modules\spells\spell_types\wizard\geomancy\boulder_strike.dm;
raw_removed;wizard/pyromancy;;/datum/action/cooldown/spell/projectile/fireball/artillery;Artillery Fireball;code\modules\spells\spell_types\wizard\pyromancy\fireball_artillery.dm;
raw_removed;wizard/pyromancy;;/datum/action/cooldown/spell/projectile/fireball/greater;Greater Fireball;code\modules\spells\spell_types\wizard\pyromancy\fireball_greater.dm;
raw_removed;wizard/cryomancy;;/datum/action/cooldown/spell/projectile/ice_burst;Ice Burst;code\modules\spells\spell_types\wizard\cryomancy\ice_burst.dm;
raw_removed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/lesser_fetch;Lesser Fetch;code\modules\spells\spell_types\wizard\projectiles_single\lesser_fetch.dm;
raw_removed;wizard/projectiles_single;;/datum/action/cooldown/spell/projectile/lesser_repel;Lesser Repel;code\modules\spells\spell_types\wizard\projectiles_single\lesser_repel.dm;
raw_removed;wizard/kinesis;;/datum/action/cooldown/spell/projectile/soulshot/lesser;Lesser Soulshot;code\modules\spells\spell_types\wizard\kinesis\soulshot.dm;
raw_removed;wizard/conjure;;/datum/action/cooldown/spell/regenerate_arcyne_ward/steelhide;Regenerate Steelhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_steelhide.dm;
raw_removed;wizard/cryomancy;;/datum/action/cooldown/spell/snap_freeze;Snap Freeze;code\modules\spells\spell_types\wizard\cryomancy\snap_freeze.dm;
raw_removed;wizard/fulgurmancy;;/datum/action/cooldown/spell/thunderstrike;Thunderstrike;code\modules\spells\spell_types\wizard\fulgurmancy\thunderstrike.dm;
raw_removed;wizard/augmentation;;/datum/action/cooldown/spell/twin_link;Twin Link;code\modules\spells\spell_types\wizard\augmentation\twin_link.dm;
raw_removed;classunique/vizier;;/datum/action/cooldown/spell/vizier/reversion_pull;Pull Reversion;code\modules\spells\spell_types\classunique\vizier\reversion.dm;
raw_removed;classunique/vizier;;/datum/action/cooldown/spell/vizier/reversion_trigger;Revert;code\modules\spells\spell_types\classunique\vizier\reversion.dm;
raw_removed;wizard/conjure;;/obj/effect/proc_holder/spell/invoked/conjure_primordial;Conjure Primordial;code\modules\spells\spell_types\wizard\conjure\conjure_primordial.dm;
raw_removed;wizard/conjure;;/obj/effect/proc_holder/spell/invoked/minion_order/primordial;Order Primordial;code\modules\spells\spell_types\wizard\conjure\conjure_primordial.dm;
raw_removed;wizard/conjure;;/obj/effect/proc_holder/spell/invoked/primordialmark;Primordial Mark;code\modules\spells\spell_types\wizard\conjure\conjure_primordial.dm;
raw_removed;wizard/invoked_aoe;;/obj/effect/proc_holder/spell/invoked/thunderstrike;Thunderstrike;code\modules\spells\spell_types\wizard\invoked_aoe\thunderstrike.dm;
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/advance;Advance!;code\modules\spells\spell_types\classunique\spellblade\advance.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_MOBILITY
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/air_strike;Air Strike;code\modules\spells\spell_types\classunique\spellblade\air_strike.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/arcyne_forge;Arcyne Forge;code\modules\spells\spell_types\wizard\conjure\arcyne_forge.dm;point_cost:  -> 2 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_CONJURE
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/arcyne_forge/miracle;Divine Forge;code\modules\spells\spell_types\wizard\conjure\arcyne_forge.dm;point_cost:  -> 0 | spell_tier:  -> 0
raw_changed;wizard/battlewardry;;/datum/action/cooldown/spell/arcyne_fortress;Arcyne Fortress;code\modules\spells\spell_types\wizard\battlewardry\arcyne_fortress.dm;primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;wizard/battlewardry;;/datum/action/cooldown/spell/arrow_ward;Arrow Ward;code\modules\spells\spell_types\wizard\battlewardry\arrow_ward.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_AOE
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff;;code\modules\spells\spell_types\wizard\augmentation\_augment_buff.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_STAT_BUFF
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/attune_giant;Attune: Giant;code\modules\spells\spell_types\wizard\augmentation\attune_giant.dm;"desc: Strengthen the target. (+4 Strength, grants Guidance)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. -> Strengthen the target. (+4 Strength)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. | point_cost:  -> 2"
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/attune_haste;Attune: Haste;code\modules\spells\spell_types\wizard\augmentation\attune_haste.dm;"desc: Cause a target to be magically hastened. (+3 Speed, 0.85x Action Cooldown, grants Guidance)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. -> Cause a target to be magically hastened. (+3 Speed, 0.85x Action Cooldown)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. | point_cost:  -> 2"
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/attune_hawk;Attune: Hawk;code\modules\spells\spell_types\wizard\augmentation\attune_hawk.dm;"desc: Sharpen the target's body and vision. (+1 Strength, +4 Perception, grants Guidance)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. -> Sharpen the target's body and vision. (+1 Strength, +4 Perception)\nAttunement - Giant, Hawk, and Haste share a cooldown; only one may be held at a time. | point_cost:  -> 2"
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/blood_rush;Blood Rush;code\modules\spells\spell_types\wizard\augmentation\blood_rush.dm;point_cost:  -> 2 | primary_resource_cost:  -> SPELLCOST_BRUSH
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/enlarge;Enlarge Person;code\modules\spells\spell_types\wizard\augmentation\enlarge.dm;point_cost:  -> 1
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/fortitude;Fortitude;code\modules\spells\spell_types\wizard\augmentation\fortitude.dm;desc: Harden one's humors to the fatigues of the body. (-25% Stamina Usage) -> Harden one's humors to the fatigues of the body. (-15% Stamina Usage) | point_cost:  -> 3
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/grasp;Grasp;code\modules\spells\spell_types\wizard\augmentation\grasp.dm;point_cost:  -> 1 | primary_resource_cost:  -> SPELLCOST_TELEPORT
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/guidance;Guidance;code\modules\spells\spell_types\wizard\augmentation\guidance.dm;desc: Sharpens the senses with arcyne focus, honing the target's awareness. (+3 Perception) -> Channel arcyne power unto an ally, empowering their next strike to bypass parry and dodge. Works with both weapons and unarmed attacks. \ | point_cost:  -> 2 | charge_time:  -> 0 | cooldown_time: 90 SECONDS -> 30 SECONDS
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/precognition;Precognition;code\modules\spells\spell_types\wizard\augmentation\precognition.dm;desc: Peer a few moments into the future for yourself or an ally, readying them before the moment arrives. Cuts 30 seconds from the remaining cooldown of the target's Defend and Special. -> Peer a few moments into the future for yourself or an ally, readying them before the moment arrives. Cuts 15 seconds from the remaining cooldown of the target's Defend and Special. | point_cost:  -> 2 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF | charge_time: 0.5 SECONDS -> 
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/augment_buff/surge;Surge;code\modules\spells\spell_types\wizard\augmentation\surge.dm;desc: Flood someone's body with vigors, instantly shaking off any stun, restoring their stamina and bringing them back to their feet. Cannot be cast on yourself -> Flood someone's body with vigors, instantly shaking off any stun, bringing them back to their feet. Cannot be cast on yourself | point_cost:  -> 2 | primary_resource_cost:  -> SPELLCOST_SURGE
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/azurean_phalanx;Azurean Phalanx;code\modules\spells\spell_types\classunique\spellblade\azurean_phalanx.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;wizard/battlewardry;;/datum/action/cooldown/spell/battle_ward;Battle Ward;code\modules\spells\spell_types\wizard\battlewardry\battle_ward.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_AOE
raw_changed;wizard/battlewardry;;/datum/action/cooldown/spell/bestow_ward;Bestow Ward;code\modules\spells\spell_types\wizard\battlewardry\bestow_ward.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/bind_armament;Bind Armament;code\modules\spells\spell_types\wizard\ferramancy\bind_armament.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/bind_weapon;Bind Weapon;code\modules\spells\spell_types\classunique\spellblade\bind_weapon.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/blade_dance;Blade Dance;code\modules\spells\spell_types\wizard\ferramancy\blade_dance.dm;primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;classunique/spellfist;;/datum/action/cooldown/spell/blade_of_psydon;Blade of Psydon;code\modules\spells\spell_types\classunique\spellfist\blade_of_psydon.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_MINOR_SUMMON
raw_changed;wizard/misc;;/datum/action/cooldown/spell/blink;Blink;code\modules\spells\spell_types\wizard\misc\blink.dm;point_cost:  -> 3 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_TELEPORT
raw_changed;necromancer;;/datum/action/cooldown/spell/bonechill;Bone Chill;code\modules\spells\roguetown\necromancer\bone_chill.dm;desc: Chill the chosen target with a burst of necrotic magicka. Applies a strong slowdown effect to the chosen target, alongside further reducing their Strength and Speed. -> Chill the chosen target with a burst of necrotic magicka. Applies a strong slowdown effect to the chosen target if living, alongside further reducing their Strength and Speed. Heals undead instead on the targeted limb. Cannot self-cast. | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;necromancer;;/datum/action/cooldown/spell/bonemend;Bone Mend;code\modules\spells\roguetown\necromancer\bone_mend.dm;desc: Mend the chosen target's bones with a burst of necrotic magick. Requires standing still for a few seconds. -> Mend the chosen target's bones with a burst of necrotic magick. Requires a moment to channel and only works at short-range. Heals only undead on the targeted limb. | primary_resource_cost:  -> 50
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/caedo;Caedo;code\modules\spells\spell_types\classunique\spellblade\caedo.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/cataclysm;Cataclysm;code\modules\spells\spell_types\classunique\spellblade\cataclysm.dm;spell_tier:  -> 3 | primary_resource_cost:  -> SPELLCOST_SB_ULT
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/charge;Charge!;code\modules\spells\spell_types\classunique\spellblade\charge.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_SB_MOBILITY
raw_changed;wizard/cryomancy;;/datum/action/cooldown/spell/chill_food;Chill Food;code\modules\spells\spell_types\wizard\cryomancy\chill_food.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/conjure_arcyne_ward;Conjure Arcyne Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;point_cost:  -> 2 | spell_tier:  -> 2 | primary_resource_cost:  -> 130
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/conjure_arcyne_ward/crystalhide;Conjure Crystalhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;point_cost:  -> 4 | spell_tier:  -> 3
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/conjure_arcyne_ward/dragonhide;Conjure Dragonhide Ward;code\modules\spells\spell_types\wizard\conjure\conjure_arcyne_ward.dm;point_cost:  -> 4
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/conjure_instrument;Conjure Instrument;code\modules\spells\spell_types\wizard\conjure\conjure_instrument.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/conjure_spectacles;Conjure Spectacles;code\modules\spells\spell_types\wizard\conjure\conjure_spectacles.dm;point_cost:  -> 0 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;necromancer;;/datum/action/cooldown/spell/convert_heretic;Convert to Ecclesiarchy;code\modules\spells\roguetown\necromancer\covert_the_downtrodden.dm;desc: Initiate a lengthy ritual to convert a willing excommunicate, apostate, or cursed soul into your faith. -> Initiate a lengthy ritual to convert a willing soul into your faith. | primary_resource_cost:  -> 125 | cooldown_time: 20 MINUTES -> 5 MINUTES
raw_changed;wizard/utility;;/datum/action/cooldown/spell/create_campfire;Create Campfire;code\modules\spells\spell_types\wizard\utility\create_campfire.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/kinesis;;/datum/action/cooldown/spell/crush;Crush;code\modules\spells\spell_types\wizard\kinesis\crush.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/darkvision;Darkvision;code\modules\spells\spell_types\wizard\augmentation\darkvision.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_STAT_BUFF
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/darkvision/undivided;Nitesight;code\modules\spells\spell_types\wizard\augmentation\darkvision.dm;point_cost:  -> 0 | spell_tier:  -> 0
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/empower_weapon;Empower Weapon;code\modules\spells\spell_types\classunique\spellblade\empower_weapon.dm;spell_tier:  -> 1 | primary_resource_cost:  -> 0
raw_changed;wizard/telomancy;;/datum/action/cooldown/spell/energetic_blast;Energetic Blast;code\modules\spells\spell_types\wizard\telomancy\energetic_blast.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MAJOR_PROJECTILE
raw_changed;necromancer;;/datum/action/cooldown/spell/eyebite;Eyebite;code\modules\spells\roguetown\necromancer\eyebite.dm;primary_resource_cost:  -> 30 | cooldown_time: 15 SECONDS -> 35 SECONDS
raw_changed;wizard/augmentation;;/datum/action/cooldown/spell/featherfall;Featherfall;code\modules\spells\spell_types\wizard\augmentation\featherfall.dm;point_cost:  -> 1 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/ferramancy_strike;;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_AOE
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/ferramancy_strike/heavens_hammer;Heaven's Hammer;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;desc: Heave a conjured maul overhead, then bring it crashing down on the ground before you, leaving any struck reeling and vulnerable.\n\n\ -> Heave a conjured maul overhead, then bring it crashing down on the ground before you, leaving any struck reeling and vulnerable. This strike can be defended against, but not parried or dodged.\n\n\
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/ferramancy_strike/sorcerers_lance;Sorcerer's Lance;code\modules\spells\spell_types\wizard\ferramancy\ferramancy_strikes.dm;desc: Wind up a couched lance, then drive it forward in a straight line, skewering everything up to five tiles ahead. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of.\n\n\ -> Wind up a couched lance, then drive it forward in a straight line, skewering everything up to five tiles ahead. You are slowed and left wide open as you wind it up, but once begun it cannot be stopped - only stepped clear of. This strike can be defended against, but not parried or dodged.\n\n\
raw_changed;wizard/pyromancy;;/datum/action/cooldown/spell/fire_curtain;Fire Curtain;code\modules\spells\spell_types\wizard\pyromancy\fire_curtain.dm;primary_resource_cost:  -> SPELLCOST_MAJOR_AOE
raw_changed;classunique/spellfist;;/datum/action/cooldown/spell/fist_of_psydon;Fist of Psydon;code\modules\spells\spell_types\classunique\spellfist\fist_of_psydon.dm;spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_SB_POKE
raw_changed;wizard/misc;;/datum/action/cooldown/spell/fly;Fly;code\modules\spells\spell_types\wizard\misc\fly.dm;point_cost:  -> 4 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_UTILITY_BUFF
raw_changed;wizard/conjure;;/datum/action/cooldown/spell/forcewall;Forcewall;code\modules\spells\spell_types\wizard\conjure\forcewall.dm;desc: Conjure a 5x1 wall of arcyne force in front of you, preventing anyone and anything other than you from moving through it.\n\ -> Conjure a 5x1 wall of arcyne force in front of you, preventing anyone and anything from moving through it.\n\ | point_cost:  -> 1 | spell_tier:  -> 2 | primary_resource_cost:  -> SPELLCOST_MINOR_AOE
raw_changed;wizard/ferramancy;;/datum/action/cooldown/spell/form_blade;Form Blade;code\modules\spells\spell_types\wizard\ferramancy\blade_form_spells.dm;spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_FORM_BLADE
raw_changed;wizard/cryomancy;;/datum/action/cooldown/spell/fridigitation;Fridigitation;code\modules\spells\spell_types\wizard\cryomancy\fridigitation.dm;point_cost:  -> 2 | spell_tier:  -> 1 | primary_resource_cost:  -> SPELLCOST_CANTRIP
raw_changed;wizard/cryomancy;;/datum/action/cooldown/spell/frozen_mist;Frozen Mist;code\modules\spells\spell_types\wizard\cryomancy\frozen_mist.dm;primary_resource_cost:  -> SPELLCOST_ULTIMATE
raw_changed;classunique/spellblade;;/datum/action/cooldown/spell/gate_of_reckoning;Gate of Reckoning;code\modules\spells\spell_types\classunique\spellblade\gate_of_reckoning.dm;spell_tier:  -> 3 | primary_resource_cost:  -> SPELLCOST_SB_ULT
